,Item_ID,Item_Price,Item_Store_ID,Item_Store_Returns,Item_Sugar_Content,Item_Visibility,Item_Weight,Store_ID,Store_Location_Type,Store_Size,Store_Start_Year,Store_Type
1280,FDG26,644.58,FDG26_BABATUNJI035,13457.48,1,0.042641788,18.85,BABATUNJI035,1,0,2011,1
1281,FDG26,639.83,FDG26_BABATUNJI045,9612.49,1,0.042736348,18.85,BABATUNJI045,1,1,2009,1
1282,FDG28,616.04,FDG28_BABATUNJI017,3062.68,2,0.049559042000000005,9.285,BABATUNJI017,1,1,2014,1
1283,FDG29,108.36,FDG29_BABATUNJI013,2516.72,1,0.056245075,17.6,BABATUNJI013,2,2,1994,1
1284,FDG31,163.71,FDG31_BABATUNJI010,645.83,1,0.063430788,12.15,BABATUNJI010,2,1,2005,0
1285,FDG31,157.71,FDG31_BABATUNJI013,807.28,1,0.037864853999999996,12.15,BABATUNJI013,2,2,1994,1
1286,FDG32,553.94,FDG32_BABATUNJI017,8895.09,0,0.176991029,19.85,BABATUNJI017,1,1,2014,1
1287,FDG32,555.19,FDG32_BABATUNJI019,2223.77,1,0.308145448,12.90883834765998,BABATUNJI019,0,0,1992,0
1288,FDG32,555.94,FDG32_BABATUNJI027,23905.55,1,0.17514326,12.90883834765998,BABATUNJI027,2,1,1992,3
1289,FDG32,557.69,FDG32_BABATUNJI035,4447.54,1,0.175962247,19.85,BABATUNJI035,1,0,2011,1
1290,FDG32,552.19,FDG32_BABATUNJI045,10562.92,1,0.17635245,19.85,BABATUNJI045,1,1,2009,1
1291,FDG33,433.69,FDG33_BABATUNJI010,429.44,2,0.234733477,5.365,BABATUNJI010,2,1,2005,0
1292,FDG33,434.19,FDG33_BABATUNJI017,2147.21,2,0.141033536,5.365,BABATUNJI017,1,1,2014,1
1293,FDG33,433.94,FDG33_BABATUNJI018,5153.29,2,0.140811559,5.365,BABATUNJI018,2,1,2016,2
1294,FDG33,430.69,FDG33_BABATUNJI019,429.44,2,0.24554262699999999,12.90883834765998,BABATUNJI019,0,0,1992,0
1295,FDG33,426.19,FDG33_BABATUNJI027,8588.82,2,0.13956116,12.90883834765998,BABATUNJI027,2,1,1992,3
1296,FDG33,434.44,FDG33_BABATUNJI035,11594.91,2,0.140213762,5.365,BABATUNJI035,1,0,2011,1
1297,FDG33,431.94,FDG33_BABATUNJI045,5582.73,2,0.140524691,5.365,BABATUNJI045,1,1,2009,1
1298,FDG33,427.69,FDG33_BABATUNJI046,8159.38,2,0.14024028,5.365,BABATUNJI046,0,0,2004,1
1299,FDG33,424.44,FDG33_BABATUNJI049,8159.38,2,0.140458316,5.365,BABATUNJI049,0,1,2006,1
1300,FDG34,266.81,FDG34_BABATUNJI010,1356.57,2,0.062885197,11.5,BABATUNJI010,2,1,2005,0
1301,FDG34,267.31,FDG34_BABATUNJI013,7596.78,2,0.037539164,11.5,BABATUNJI013,2,2,1994,1
1302,FDG34,273.81,FDG34_BABATUNJI018,4883.64,2,0.037723476,11.5,BABATUNJI018,2,1,2016,2
1303,FDG35,439.43,FDG35_BABATUNJI018,4778.78,2,0.007069661999999999,21.2,BABATUNJI018,2,1,2016,2
1304,FDG35,434.68,FDG35_BABATUNJI019,868.87,2,0.012327847,12.90883834765998,BABATUNJI019,0,0,1992,0
1305,FDG35,433.93,FDG35_BABATUNJI027,3041.04,2,0.007006883,12.90883834765998,BABATUNJI027,2,1,1992,3
1306,FDG35,433.93,FDG35_BABATUNJI046,7385.39,2,0.00704098,21.2,BABATUNJI046,0,0,2004,1
1307,FDG35,434.18,FDG35_BABATUNJI049,7385.39,2,0.0,21.2,BABATUNJI049,0,1,2006,1
1308,FDG38,210.31,FDG38_BABATUNJI010,426.11,2,0.088257771,8.975,BABATUNJI010,2,1,2005,0
1309,FDG38,208.31,FDG38_BABATUNJI013,8948.35,2,0.05268526,8.975,BABATUNJI013,2,2,1994,1
1310,FDG40,81.64,FDG40_BABATUNJI010,169.78,1,0.066657791,13.65,BABATUNJI010,2,1,2005,0
1311,FDG41,274.81,FDG41_BABATUNJI018,3868.3,2,0.076873991,8.84,BABATUNJI018,2,1,2016,2
1312,FDG41,276.81,FDG41_BABATUNJI049,4144.61,2,0.076681143,8.84,BABATUNJI049,0,1,2006,1
1313,FDG45,534.48,FDG45_BABATUNJI017,14867.31,1,0.128760294,8.1,BABATUNJI017,1,1,2014,1
1314,FDG45,529.73,FDG45_BABATUNJI018,9557.56,1,0.0,8.1,BABATUNJI018,2,1,2016,2
1315,FDG45,527.48,FDG45_BABATUNJI035,15929.27,1,0.128011859,8.1,BABATUNJI035,1,0,2011,1
1316,FDG45,526.23,FDG45_BABATUNJI045,13274.39,1,0.12829573,8.1,BABATUNJI045,1,1,2009,1
1317,FDG46,286.88,FDG46_BABATUNJI010,1138.52,2,0.055084019000000005,8.63,BABATUNJI010,2,1,2005,0
1318,FDG46,283.88,FDG46_BABATUNJI013,6831.11,2,0.032882271,8.63,BABATUNJI013,2,2,1994,1
1319,FDG46,288.63,FDG46_BABATUNJI019,284.63,2,0.057620562,12.90883834765998,BABATUNJI019,0,0,1992,0
1320,FDG46,287.63,FDG46_BABATUNJI049,3415.55,2,0.032960823,8.63,BABATUNJI049,0,1,2006,1
1321,FDG47,657.06,FDG47_BABATUNJI017,7213.94,1,0.070012633,12.8,BABATUNJI017,1,1,2014,1
1322,FDG50,224.29,FDG50_BABATUNJI010,456.07,1,0.02556185,7.405,BABATUNJI010,2,1,2005,0
1323,FDG50,227.54,FDG50_BABATUNJI013,1824.29,1,0.015259084,7.405,BABATUNJI013,2,2,1994,1
1324,FDG50,224.29,FDG50_BABATUNJI049,1368.22,1,0.015295536,7.405,BABATUNJI049,0,1,2006,1
1325,FDG52,119.35,FDG52_BABATUNJI013,1607.91,1,0.065576228,13.65,BABATUNJI013,2,2,1994,1
1326,FDG53,354.05,FDG53_BABATUNJI010,349.55,1,0.07675510599999999,10.0,BABATUNJI010,2,1,2005,0
1327,FDG53,346.8,FDG53_BABATUNJI013,3495.45,1,0.045818773,10.0,BABATUNJI013,2,2,1994,1
1328,FDG53,354.55,FDG53_BABATUNJI017,2097.27,1,0.046116319,10.0,BABATUNJI017,1,1,2014,1
1329,FDG53,351.55,FDG53_BABATUNJI018,5942.27,1,0.046043735999999995,10.0,BABATUNJI018,2,1,2016,2
1330,FDG53,346.3,FDG53_BABATUNJI035,5592.72,1,0.045848263,10.0,BABATUNJI035,1,0,2011,1
1331,FDG53,345.3,FDG53_BABATUNJI049,4893.63,1,0.045928229,10.0,BABATUNJI049,0,1,2006,1
1332,FDG56,152.63,FDG56_BABATUNJI013,3981.48,2,0.0713931,13.3,BABATUNJI013,2,2,1994,1
1333,FDG57,123.51,FDG57_BABATUNJI010,486.03,1,0.121012632,14.7,BABATUNJI010,2,1,2005,0
1334,FDG57,118.76,FDG57_BABATUNJI013,2430.17,1,0.072238195,14.7,BABATUNJI013,2,2,1994,1
1335,FDG58,392.24,FDG58_BABATUNJI010,1168.48,2,0.145253944,10.695,BABATUNJI010,2,1,2005,0
1336,FDG58,384.49,FDG58_BABATUNJI017,5063.41,2,0.087272074,10.695,BABATUNJI017,1,1,2014,1
1337,FDG58,391.99,FDG58_BABATUNJI035,8568.85,2,0.086764795,10.695,BABATUNJI035,1,0,2011,1
1338,FDG58,390.49,FDG58_BABATUNJI046,4673.92,2,0.0,10.695,BABATUNJI046,0,0,2004,1
1339,FDG60,586.4,FDG60_BABATUNJI027,16991.22,1,0.060405784000000004,12.90883834765998,BABATUNJI027,2,1,1992,3
1340,FDG60,585.65,FDG60_BABATUNJI035,11718.08,1,0.060688248,20.35,BABATUNJI035,1,0,2011,1
1341,FDH02,222.62,FDH02_BABATUNJI013,452.74,2,0.02076385,7.27,BABATUNJI013,2,2,1994,1
1342,FDH05,574.5,FDH05_BABATUNJI027,15060.4,2,0.090473389,12.90883834765998,BABATUNJI027,2,1,1992,3
1343,FDH05,578.25,FDH05_BABATUNJI035,15060.4,2,0.09089645199999999,14.35,BABATUNJI035,1,0,2011,1
1344,FDH05,584.0,FDH05_BABATUNJI045,4633.97,2,0.091098018,14.35,BABATUNJI045,1,1,2009,1
1345,FDH08,569.5,FDH08_BABATUNJI019,1148.51,1,0.030516069,12.90883834765998,BABATUNJI019,0,0,1992,0
1346,FDH08,577.0,FDH08_BABATUNJI027,13207.81,1,0.017344678999999998,12.90883834765998,BABATUNJI027,2,1,1992,3
1347,FDH08,569.75,FDH08_BABATUNJI035,1148.51,1,0.017425784,7.51,BABATUNJI035,1,0,2011,1
1348,FDH10,484.62,FDH10_BABATUNJI017,2906.22,1,0.049583899,21.0,BABATUNJI017,1,1,2014,1
1349,FDH10,488.37,FDH10_BABATUNJI018,2906.22,1,0.049505857,21.0,BABATUNJI018,2,1,2016,2
1350,FDH10,481.62,FDH10_BABATUNJI019,968.74,1,0.08632670699999999,12.90883834765998,BABATUNJI019,0,0,1992,0
1351,FDH10,481.12,FDH10_BABATUNJI027,22281.0,1,0.049066248,12.90883834765998,BABATUNJI027,2,1,1992,3
1352,FDH10,486.12,FDH10_BABATUNJI035,2421.85,1,0.049295686,21.0,BABATUNJI035,1,0,2011,1
1353,FDH10,482.62,FDH10_BABATUNJI049,3874.96,1,0.049381666,21.0,BABATUNJI049,0,1,2006,1
1354,FDH12,262.82,FDH12_BABATUNJI049,2663.2,1,0.085085743,9.6,BABATUNJI049,0,1,2006,1
1355,FDH14,354.71,FDH14_BABATUNJI010,702.42,2,0.078347922,17.1,BABATUNJI010,2,1,2005,0
1356,FDH14,352.96,FDH14_BABATUNJI013,5619.35,2,0.046769599999999995,17.1,BABATUNJI013,2,2,1994,1
1357,FDH14,346.71,FDH14_BABATUNJI017,7375.4,2,0.047073322,17.1,BABATUNJI017,1,1,2014,1
1358,FDH14,355.21,FDH14_BABATUNJI019,702.42,2,0.081955735,12.90883834765998,BABATUNJI019,0,0,1992,0
1359,FDH14,355.21,FDH14_BABATUNJI045,6321.77,2,0.046903482,17.1,BABATUNJI045,1,1,2009,1
1360,FDH14,353.71,FDH14_BABATUNJI046,3512.1,2,0.046808552999999996,17.1,BABATUNJI046,0,0,2004,1
1361,FDH14,353.46,FDH14_BABATUNJI049,4214.51,2,0.046881328,17.1,BABATUNJI049,0,1,2006,1
1362,FDH16,226.96,FDH16_BABATUNJI013,3145.91,1,0.052511611,10.5,BABATUNJI013,2,2,1994,1
1363,FDH17,239.68,FDH17_BABATUNJI013,2691.5,2,0.016639482,16.2,BABATUNJI013,2,2,1994,1
1364,FDH17,243.43,FDH17_BABATUNJI046,5138.31,2,0.01665334,16.2,BABATUNJI046,0,0,2004,1
1365,FDH17,240.93,FDH17_BABATUNJI049,6851.08,2,0.016679232,16.2,BABATUNJI049,0,1,2006,1
1366,FDH19,434.68,FDH19_BABATUNJI017,6082.08,1,0.033275634,19.35,BABATUNJI017,1,1,2014,1
1367,FDH19,430.18,FDH19_BABATUNJI018,8254.26,1,0.03322326,19.35,BABATUNJI018,2,1,2016,2
1368,FDH19,437.93,FDH19_BABATUNJI019,868.87,1,0.057933643,12.90883834765998,BABATUNJI019,0,0,1992,0
1369,FDH19,432.93,FDH19_BABATUNJI027,18246.25,1,0.03292824,12.90883834765998,BABATUNJI027,2,1,1992,3
1370,FDH19,431.43,FDH19_BABATUNJI035,12164.17,1,0.033082215,19.35,BABATUNJI035,1,0,2011,1
1371,FDH19,438.68,FDH19_BABATUNJI046,1303.3,1,0.033088472,19.35,BABATUNJI046,0,0,2004,1
1372,FDH20,237.85,FDH20_BABATUNJI013,7723.28,2,0.024928351,16.1,BABATUNJI013,2,2,1994,1
1373,FDH20,243.35,FDH20_BABATUNJI049,3137.58,2,0.024987903,16.1,BABATUNJI049,0,1,2006,1
1374,FDH21,396.15,FDH21_BABATUNJI010,396.15,0,0.05226427,10.395,BABATUNJI010,2,1,2005,0
1375,FDH21,398.65,FDH21_BABATUNJI013,792.3,1,0.031199027999999997,10.395,BABATUNJI013,2,2,1994,1
1376,FDH21,396.65,FDH21_BABATUNJI019,792.3,1,0.054670967,12.90883834765998,BABATUNJI019,0,0,1992,0
1377,FDH21,393.9,FDH21_BABATUNJI027,14261.44,1,0.031073804,12.90883834765998,BABATUNJI027,2,1,1992,3
1378,FDH21,392.4,FDH21_BABATUNJI035,11488.38,1,0.031219108,10.395,BABATUNJI035,1,0,2011,1
1379,FDH21,398.9,FDH21_BABATUNJI045,7130.72,1,0.031288338,10.395,BABATUNJI045,1,1,2009,1
1380,FDH21,400.15,FDH21_BABATUNJI049,3169.21,1,0.031273559,10.395,BABATUNJI049,0,1,2006,1
1381,FDH22,320.42,FDH22_BABATUNJI035,2543.36,1,0.136275173,6.405,BABATUNJI035,1,0,2011,1
1382,FDH22,321.92,FDH22_BABATUNJI049,7630.07,1,0.13651285800000001,6.405,BABATUNJI049,0,1,2006,1
1383,FDH24,392.57,FDH24_BABATUNJI017,7463.62,1,0.021552357,20.7,BABATUNJI017,1,1,2014,1
1384,FDH24,393.82,FDH24_BABATUNJI018,3928.22,1,0.021518435,20.7,BABATUNJI018,2,1,2016,2
1385,FDH24,391.32,FDH24_BABATUNJI035,3928.22,1,0.021427082000000004,20.7,BABATUNJI035,1,0,2011,1
1386,FDH24,392.57,FDH24_BABATUNJI046,5499.51,1,0.021431133999999998,20.7,BABATUNJI046,0,0,2004,1
1387,FDH24,391.57,FDH24_BABATUNJI049,9820.55,1,0.021464453999999997,20.7,BABATUNJI049,0,1,2006,1
1388,FDH26,354.62,FDH26_BABATUNJI013,5998.86,2,0.03467086,19.25,BABATUNJI013,2,2,1994,1
1389,FDH26,352.87,FDH26_BABATUNJI018,705.75,2,0.034841089,19.25,BABATUNJI018,2,1,2016,2
1390,FDH26,350.37,FDH26_BABATUNJI035,3881.61,2,0.034693175,19.25,BABATUNJI035,1,0,2011,1
1391,FDH26,354.87,FDH26_BABATUNJI045,2470.12,2,0.034770109,19.25,BABATUNJI045,1,1,2009,1
1392,FDH26,354.37,FDH26_BABATUNJI046,10233.35,2,0.034699737,19.25,BABATUNJI046,0,0,2004,1
1393,FDH26,353.87,FDH26_BABATUNJI049,4940.24,2,0.034753686,19.25,BABATUNJI049,0,1,2006,1
1394,FDH27,354.53,FDH27_BABATUNJI010,359.53,1,0.097660814,7.075,BABATUNJI010,2,1,2005,0
1395,FDH27,364.53,FDH27_BABATUNJI013,4314.38,1,0.058298384,7.075,BABATUNJI013,2,2,1994,1
1396,FDH27,355.03,FDH27_BABATUNJI017,6471.58,1,0.058676973,7.075,BABATUNJI017,1,1,2014,1
1397,FDH27,356.78,FDH27_BABATUNJI018,4673.92,1,0.05858462,7.075,BABATUNJI018,2,1,2016,2
1398,FDH27,362.53,FDH27_BABATUNJI019,359.53,1,0.10215795800000001,12.90883834765998,BABATUNJI019,0,0,1992,0
1399,FDH27,363.28,FDH27_BABATUNJI045,4673.92,1,0.058465268,7.075,BABATUNJI045,1,1,2009,1
1400,FDH27,355.53,FDH27_BABATUNJI046,7909.7,1,0.058346939,7.075,BABATUNJI046,0,0,2004,1
1401,FDH27,357.53,FDH27_BABATUNJI049,2876.26,1,0.058437653,7.075,BABATUNJI049,0,1,2006,1
1402,FDH31,246.51,FDH31_BABATUNJI046,2728.12,2,0.020411155,12.0,BABATUNJI046,0,0,2004,1
1403,FDH31,245.01,FDH31_BABATUNJI049,3968.17,2,0.020442889,12.0,BABATUNJI049,0,1,2006,1
1404,FDH32,242.85,FDH32_BABATUNJI013,6999.22,1,0.075996742,12.8,BABATUNJI013,2,2,1994,1
1405,FDH32,237.85,FDH32_BABATUNJI046,2172.17,1,0.076060037,12.8,BABATUNJI046,0,0,2004,1
1406,FDH34,465.15,FDH34_BABATUNJI017,9752.31,1,0.031271134,8.63,BABATUNJI017,1,1,2014,1
1407,FDH34,461.65,FDH34_BABATUNJI019,464.4,1,0.054443762,12.90883834765998,BABATUNJI019,0,0,1992,0
1408,FDH34,466.65,FDH34_BABATUNJI027,9287.91,1,0.030944666000000003,12.90883834765998,BABATUNJI027,2,1,1992,3
1409,FDH34,464.4,FDH34_BABATUNJI046,8823.51,1,0.031095246,8.63,BABATUNJI046,0,0,2004,1
1410,FDH34,459.9,FDH34_BABATUNJI049,13467.47,1,0.031143591,8.63,BABATUNJI049,0,1,2006,1
1411,FDH35,415.88,FDH35_BABATUNJI010,411.13,1,0.10084386,18.25,BABATUNJI010,2,1,2005,0
1412,FDH35,407.38,FDH35_BABATUNJI013,2877.92,1,0.060198496,18.25,BABATUNJI013,2,2,1994,1
1413,FDH35,406.38,FDH35_BABATUNJI017,2466.79,1,0.060589424,18.25,BABATUNJI017,1,1,2014,1
1414,FDH35,413.63,FDH35_BABATUNJI027,13156.21,1,0.059956876,12.90883834765998,BABATUNJI027,2,1,1992,3
1415,FDH35,411.88,FDH35_BABATUNJI045,11511.68,1,0.0,18.25,BABATUNJI045,1,1,2009,1
1416,FDH35,414.88,FDH35_BABATUNJI049,4111.32,1,0.060342304000000006,18.25,BABATUNJI049,0,1,2006,1
1417,FDH38,295.95,FDH38_BABATUNJI017,7030.85,1,0.010497273,6.425,BABATUNJI017,1,1,2014,1
1418,FDH38,291.45,FDH38_BABATUNJI018,6151.99,1,0.010480751,6.425,BABATUNJI018,2,1,2016,2
1419,FDH38,288.2,FDH38_BABATUNJI019,292.95,1,0.018275994,12.90883834765998,BABATUNJI019,0,0,1992,0
1420,FDH38,289.7,FDH38_BABATUNJI046,4394.28,1,0.01043823,6.425,BABATUNJI046,0,0,2004,1
1421,FDH38,289.2,FDH38_BABATUNJI049,3515.42,1,0.010454459000000001,6.425,BABATUNJI049,0,1,2006,1
1422,FDH40,205.57,FDH40_BABATUNJI010,609.21,2,0.132111921,11.6,BABATUNJI010,2,1,2005,0
1423,FDH40,208.07,FDH40_BABATUNJI013,3858.31,2,0.078863888,11.6,BABATUNJI013,2,2,1994,1
1424,FDH41,533.88,FDH41_BABATUNJI019,1075.27,0,0.143591586,12.90883834765998,BABATUNJI019,0,0,1992,0
1425,FDH41,536.88,FDH41_BABATUNJI027,14516.1,1,0.081614376,12.90883834765998,BABATUNJI027,2,1,1992,3
1426,FDH41,540.63,FDH41_BABATUNJI035,10752.67,1,0.08199601299999999,9.0,BABATUNJI035,1,0,2011,1
1427,FDH41,535.38,FDH41_BABATUNJI045,4301.07,1,0.082177842,9.0,BABATUNJI045,1,1,2009,1
1428,FDH44,368.85,FDH44_BABATUNJI010,735.71,2,0.043304681,19.1,BABATUNJI010,2,1,2005,0
1429,FDH44,370.6,FDH44_BABATUNJI017,7724.94,2,0.026018497,19.1,BABATUNJI017,1,1,2014,1
1430,FDH44,369.1,FDH44_BABATUNJI035,3678.55,2,0.025867261000000003,19.1,BABATUNJI035,1,0,2011,1
1431,FDH44,370.1,FDH44_BABATUNJI045,9564.22,2,0.025924622999999997,19.1,BABATUNJI045,1,1,2009,1
1432,FDH44,364.35,FDH44_BABATUNJI046,2207.13,2,0.025872153,19.1,BABATUNJI046,0,0,2004,1
1433,FDH44,367.1,FDH44_BABATUNJI049,4414.25,2,0.025912378,19.1,BABATUNJI049,0,1,2006,1
1434,FDH46,254.58,FDH46_BABATUNJI013,5639.33,2,0.041247932,6.935,BABATUNJI013,2,2,1994,1
1435,FDH46,258.83,FDH46_BABATUNJI046,3076.0,2,0.041282286,6.935,BABATUNJI046,0,0,2004,1
1436,FDH46,257.83,FDH46_BABATUNJI049,2050.66,2,0.041346469,6.935,BABATUNJI049,0,1,2006,1
1437,FDH47,246.52,FDH47_BABATUNJI010,243.02,2,0.21561193,13.5,BABATUNJI010,2,1,2005,0
1438,FDH47,240.27,FDH47_BABATUNJI013,4617.32,2,0.128709014,13.5,BABATUNJI013,2,2,1994,1
1439,FDH47,241.02,FDH47_BABATUNJI046,6318.44,2,0.12881621199999999,13.5,BABATUNJI046,0,0,2004,1
1440,FDH47,246.02,FDH47_BABATUNJI049,4617.32,2,0.12901648699999999,13.5,BABATUNJI049,0,1,2006,1
1441,FDH48,215.64,FDH48_BABATUNJI010,432.77,1,0.101231721,13.5,BABATUNJI010,2,1,2005,0
1442,FDH48,220.14,FDH48_BABATUNJI013,3029.39,1,0.0,13.5,BABATUNJI013,2,2,1994,1
1443,FDH50,464.82,FDH50_BABATUNJI017,11526.66,2,0.162348584,15.0,BABATUNJI017,1,1,2014,1
1444,FDH50,456.32,FDH50_BABATUNJI018,3227.47,2,0.162093059,15.0,BABATUNJI018,2,1,2016,2
1445,FDH50,463.07,FDH50_BABATUNJI027,14754.13,2,0.160653682,12.90883834765998,BABATUNJI027,2,1,1992,3
1446,FDH50,464.57,FDH50_BABATUNJI035,4610.67,2,0.161404914,15.0,BABATUNJI035,1,0,2011,1
1447,FDH50,464.82,FDH50_BABATUNJI045,6454.93,2,0.161762835,15.0,BABATUNJI045,1,1,2009,1
1448,FDH50,462.82,FDH50_BABATUNJI046,6916.0,2,0.16143544,15.0,BABATUNJI046,0,0,2004,1
1449,FDH53,209.9,FDH53_BABATUNJI010,412.8,2,0.032136417,20.5,BABATUNJI010,2,1,2005,0
1450,FDH53,209.4,FDH53_BABATUNJI013,3508.77,2,0.019183756,20.5,BABATUNJI013,2,2,1994,1
1451,FDH56,285.62,FDH56_BABATUNJI010,1158.49,2,0.10681691900000001,9.8,BABATUNJI010,2,1,2005,0
1452,FDH56,284.62,FDH56_BABATUNJI013,4344.35,2,0.063764099,9.8,BABATUNJI013,2,2,1994,1
1453,FDH56,291.87,FDH56_BABATUNJI018,4054.72,2,0.06407717,9.8,BABATUNJI018,2,1,2016,2
1454,FDH56,289.87,FDH56_BABATUNJI019,289.62,2,0.11173569,12.90883834765998,BABATUNJI019,0,0,1992,0
1455,FDH56,292.87,FDH56_BABATUNJI049,6950.95,2,0.063916425,9.8,BABATUNJI049,0,1,2006,1
1456,FDH57,333.82,FDH57_BABATUNJI010,659.14,1,0.059834024000000006,10.895,BABATUNJI010,2,1,2005,0
1457,FDH57,332.32,FDH57_BABATUNJI017,8239.28,0,0.035949725,10.895,BABATUNJI017,1,1,2014,1
1458,FDH57,328.32,FDH57_BABATUNJI018,3295.71,1,0.035893142999999995,10.895,BABATUNJI018,2,1,2016,2
1459,FDH57,329.82,FDH57_BABATUNJI035,1647.86,1,0.035740762999999995,10.895,BABATUNJI035,1,0,2011,1
1460,FDH57,334.07,FDH57_BABATUNJI046,3954.85,1,0.035747522000000004,10.895,BABATUNJI046,0,0,2004,1
1461,FDH57,325.82,FDH57_BABATUNJI049,6261.85,1,0.0358031,10.895,BABATUNJI049,0,1,2006,1
1462,FDH58,289.96,FDH58_BABATUNJI013,5183.25,1,0.036908933,12.3,BABATUNJI013,2,2,1994,1
1463,FDH58,292.21,FDH58_BABATUNJI017,6623.05,1,0.037148619,12.3,BABATUNJI017,1,1,2014,1
1464,FDH58,291.21,FDH58_BABATUNJI018,4607.34,1,0.0,12.3,BABATUNJI018,2,1,2016,2
1465,FDH58,282.96,FDH58_BABATUNJI046,7774.88,1,0.036939673,12.3,BABATUNJI046,0,0,2004,1
1466,FDH58,289.96,FDH58_BABATUNJI049,5183.25,1,0.036997103999999996,12.3,BABATUNJI049,0,1,2006,1
1467,FDH60,496.03,FDH60_BABATUNJI017,6383.36,2,0.081193712,19.7,BABATUNJI017,1,1,2014,1
1468,FDH60,493.28,FDH60_BABATUNJI019,982.06,2,0.141360118,12.90883834765998,BABATUNJI019,0,0,1992,0
1469,FDH60,489.28,FDH60_BABATUNJI027,13748.77,2,0.080346058,12.90883834765998,BABATUNJI027,2,1,1992,3
1470,FDH60,494.78,FDH60_BABATUNJI045,4419.25,2,0.0,19.7,BABATUNJI045,1,1,2009,1
1471,FDH60,486.03,FDH60_BABATUNJI049,12766.72,2,0.0,19.7,BABATUNJI049,0,1,2006,1
1472,FDI02,285.3,FDI02_BABATUNJI018,1969.1,2,0.11503178300000001,15.7,BABATUNJI018,2,1,2016,2
1473,FDI02,280.05,FDI02_BABATUNJI046,843.9,2,0.114565093,15.7,BABATUNJI046,0,0,2004,1
1474,FDI04,494.11,FDI04_BABATUNJI018,6920.99,2,0.073209447,13.65,BABATUNJI018,2,1,2016,2
1475,FDI04,496.36,FDI04_BABATUNJI019,1977.43,2,0.127660257,12.90883834765998,BABATUNJI019,0,0,1992,0
1476,FDI04,498.36,FDI04_BABATUNJI027,9392.77,2,0.072559351,12.90883834765998,BABATUNJI027,2,1,1992,3
1477,FDI04,495.36,FDI04_BABATUNJI035,4943.57,2,0.072898645,13.65,BABATUNJI035,1,0,2011,1
1478,FDI04,490.61,FDI04_BABATUNJI045,6426.63,2,0.073060301,13.65,BABATUNJI045,1,1,2009,1
1479,FDI07,493.11,FDI07_BABATUNJI017,7415.35,2,0.033951827000000004,12.35,BABATUNJI017,1,1,2014,1
1480,FDI07,498.36,FDI07_BABATUNJI019,988.71,2,0.059110912,12.90883834765998,BABATUNJI019,0,0,1992,0
1481,FDI07,493.11,FDI07_BABATUNJI027,7909.7,2,0.033597374,12.90883834765998,BABATUNJI027,2,1,1992,3
1482,FDI07,497.61,FDI07_BABATUNJI035,8404.06,2,0.033754478,12.35,BABATUNJI035,1,0,2011,1
1483,FDI07,492.36,FDI07_BABATUNJI045,6920.99,2,0.03382933,12.35,BABATUNJI045,1,1,2009,1
1484,FDI07,495.36,FDI07_BABATUNJI049,9392.77,2,0.033813351,12.35,BABATUNJI049,0,1,2006,1
1485,FDI08,620.27,FDI08_BABATUNJI017,10582.89,2,0.06667205799999999,18.2,BABATUNJI017,1,1,2014,1
1486,FDI08,618.02,FDI08_BABATUNJI035,8715.32,2,0.066284519,18.2,BABATUNJI035,1,0,2011,1
1487,FDI08,625.27,FDI08_BABATUNJI045,10582.89,2,0.066431507,18.2,BABATUNJI045,1,1,2009,1
1488,FDI09,599.97,FDI09_BABATUNJI045,6591.42,2,0.0,20.75,BABATUNJI045,1,1,2009,1
1489,FDI10,428.61,FDI10_BABATUNJI027,8622.11,2,0.07802465,12.90883834765998,BABATUNJI027,2,1,1992,3
1490,FDI10,433.86,FDI10_BABATUNJI049,12502.06,2,0.078526225,8.51,BABATUNJI049,0,1,2006,1
1491,FDI14,350.62,FDI14_BABATUNJI017,6704.61,1,0.09018502699999999,14.1,BABATUNJI017,1,1,2014,1
1492,FDI14,350.37,FDI14_BABATUNJI018,2117.24,1,0.090043082,14.1,BABATUNJI018,2,1,2016,2
1493,FDI14,350.12,FDI14_BABATUNJI035,3528.74,1,0.08966081599999999,14.1,BABATUNJI035,1,0,2011,1
1494,FDI14,350.62,FDI14_BABATUNJI045,4234.49,1,0.08985964199999999,14.1,BABATUNJI045,1,1,2009,1
1495,FDI14,349.62,FDI14_BABATUNJI046,4234.49,0,0.089677773,14.1,BABATUNJI046,0,0,2004,1
1496,FDI14,356.87,FDI14_BABATUNJI049,8821.85,1,0.089817198,14.1,BABATUNJI049,0,1,2006,1
1497,FDI15,658.97,FDI15_BABATUNJI017,5962.24,1,0.14215211,13.8,BABATUNJI017,1,1,2014,1
1498,FDI15,657.97,FDI15_BABATUNJI019,1324.94,1,0.24749009,12.90883834765998,BABATUNJI019,0,0,1992,0
1499,FDI16,135.91,FDI16_BABATUNJI010,399.48,2,0.227260689,14.0,BABATUNJI010,2,1,2005,0
1500,FDI16,130.16,FDI16_BABATUNJI013,2130.56,2,0.135662712,14.0,BABATUNJI013,2,2,1994,1
1501,FDI19,607.13,FDI19_BABATUNJI027,14541.07,1,0.052085615,12.90883834765998,BABATUNJI027,2,1,1992,3
1502,FDI19,607.88,FDI19_BABATUNJI035,11511.68,1,0.052329172,15.1,BABATUNJI035,1,0,2011,1
1503,FDI19,610.63,FDI19_BABATUNJI045,9088.17,1,0.0,15.1,BABATUNJI045,1,1,2009,1
